source_platform,source_posting_id,company_name,title,source_url,location,department,description,source_record_sha256,collected_at
ashby,000618f7-e0d0-43dc-ae15-2b20d948852f,Sierra,"Software Engineer, Agent - Insurance",https://jobs.ashbyhq.com/sierra/000618f7-e0d0-43dc-ae15-2b20d948852f,"San Francisco, CA",Engineering,"About us At Sierra, we’re building a platform to enable every company in the world to build better, more human customer experiences with AI. We partner with industry leaders such as SoftBank, Uber, Rivian, CLEAR, and Sutter Health. We are primarily an in-person company based in San Francisco, with growing offices across North America, Europe, and Asia. We are guided by a set of values that are at the core of our actions and define our culture: Trust, Customer Obsession, Craftsmanship, Intensity, and Family. These values are the foundation of our work, and we are committed to upholding them in everything we do. Our co-founders are Bret Taylor and Clay Bavor . Bret currently serves as Board Chair of OpenAI. Previously, he was co-CEO of Salesforce (which had acquired the company he founded, Quip) and CTO of Facebook. Bret was also one of Google's earliest product managers and co-creator of Google Maps. Before founding Sierra, Clay spent 18 years at Google, where he most recently led Google Labs. Earlier, he started and led Google’s AR/VR effort, Project Starline, and Google Lens. Before that, Clay led the product and design teams for Google Workspace. About the Financial Services team Our financial services customers span insurers that provide protection for life’s most challenging moments, systemically important banks, neobanks committed to building more delightful banking software, vertically integrated ecosystems like Rocket Companies, and more. The decisions we make impact millions of end customers and billions of dollars in economic activity. Our Financial Services team partners closely with these organizations to set their AI strategies and build modern tools that carefully handle moments when a person’s private anxiety meets an institution’s procedural muscle—the hours after a family discovers their home has been damaged by a wildfire and begins filing a claim; the difficult conversation following the loss of a loved one as beneficiaries navigate a life insurance claim; the frustration of dropping a phone, shattering the screen, and trying to quickly understand coverage and arrange for a repair or replacement. Sierra’s Financial Services team is transforming the customer experience and building technology that makes the industry more accessible, human, and affordable for everyone. What you’ll do Design and deliver production-grade AI agents : You'll build and ship highly performant, reliable, and intuitive AI agents that are central, mission-critical and drive revenue directly to Sierra's growth. These aren't prototypes—they are powerful, scalable systems running in production environments across industries like finance, healthcare, and commerce. Drive the Agent Development Life Cycle (ADLC) : You'll have complete ownership and autonomy from initial pilot through deployment and continuous iteration. You'll be responsible for building, tuning, and evolving AI agents in production environments, defining the standard for ADLC best practices along the way. Partner with large enterprises and cutting-edge startups: You’ll work directly with leaders at some of the world’s largest enterprises to understand their most pressing business challenges, and build AI agents that transform how they operate at scale. You'll also partner with the most cutting-edge startups in Silicon Valley, embedding AI agents across their entire business stack to drive innovation and efficiency. Build the future of the platform: Your direct work with customers will guide the evolution of Sierra's core platform. You'll surface unmet needs, prototype new tools and features, and collaborate with research, product, and platform to shape the future of AI agent development and Sierra's product. Example projects These are some examples of projects that engineers on our team have worked on recently: Design and build AI agents for large insurance companies that consistently outperform human agents in filing claims quickly and consistently. Develop and refine AI agents capable of navigating complex customer interactions, like generating a quote for insuring a modified 1960s Corvette. Create generalizable AI agent frameworks tailored for industry-specific use cases. See some examples in our financial services blog ! Facilitate design partnerships for new product initiatives, such as new agent architectures, self-service capabilities, and generative agent development Experiment with the latest voice models and figure out how to integrate them at scale to enterprise-grade customers What you'll bring Experience building and scaling end-to-end production systems. Strong technical problem-solving skills, especially in fast-changing, ambiguous environments. A builder and tinkerer's mindset with high agency - you find creative ways to overcome obstacles and ship. Comfort working directly with customers to understand their needs and solve real-world problems. Excellent communication skills—clear, direct, and persuasive across technical and non-technical audiences. Genuine interest in Financial Services and improving the end customer experience. Experience in insurance technology, implementations at financial institutions, working inside of these institutions or familiarity with financial services security and compliance requirements (coverage advice, PII handling, etc.) are a strong plus. Even better... Experience building or deploying AI/LLM systems in production Have been a founder or founding engineer - you know what it means to balance craft, ownership, and speed Familiarity with tools that power today's AI agents: eval frameworks, agent tooling, RAG pipelines, and prompt engineering Prior experience with React, TypeScript, and/or Go Previous roles where you interfaced with customers or led technical projects with external stakeholders Our values Trust: We build trust with our customers with our accountability, empathy, quality, and responsiveness. We build trust in AI by making it more accessible, safe, and useful. We build trust with each other by showing up for each other professionally and personally, creating an environment that enables all of us to do our best work. Customer Obsession: We deeply understand our customers’ business goals and relentlessly focus on driving outcomes, not just technical milestones. Everyone at the company knows and spends time with our customers. When our customer is having an issue, we drop everything and fix it. Craftsmanship: We get the details right, from the words on the page to the system architecture. We have good taste. When we notice something isn’t right, we take the time to fix it. We are proud of the products we produce. We continuously self-reflect to continuously self-improve. Intensity: We know we don’t have the luxury of patience. We play to win. We care about our product being the best, and when it isn’t, we fix it. When we fail, we talk about it openly and without blame so we succeed the next time. Family: We know that balance and intensity are compatible, and we model it in our actions and processes. We are the best technology company for parents. We support and respect each other and celebrate each other’s personal and professional achievements. What we offer We want our benefits to reflect our values and offer the following to full-time employees: Flexible (unlimited) paid time off Medical, dental, and vision benefits for you and your family Life insurance and disability benefits Retirement plan dependent on country of employment Parental leave Fertility and family building benefits through Carrot Lunch, as well as delicious snacks and coffee to keep you energized Discretionary benefit stipend giving people the ability to spend where it matters most Free alphorn lessons These benefits are further detailed in Sierra's policies, may vary by region, and are subject to change at any time, consistent with the terms of any applicable compensation or benefits plans. Eligible full-time employees can participate in Sierra's equity plans subject to the terms of the applicable plans and policies. Be you, with us We're working to bring the transformative power of AI to every organization in the world. To do so, it is important to us that the diversity of our employees represents the diversity of our customers. We believe that our work and culture are better when we encourage, support, and respect different skills and experiences represented within our team. We encourage you to apply even if your experience doesn't precisely match the job description. We strive to evaluate all applicants consistently without regard to race, color, religion, gender, national origin, age, disability, veteran status, pregnancy, gender expression or identity, sexual orientation, citizenship, or any other legally protected class.",30c8991cd32fee5d5da8e23b18a3655778dd313bf919141491e762b696b2543a,2026-08-30T08:45:37.116751+00:00
ashby,000cf0f2-090d-40c6-b9f8-1699db9a4c68,OpenAI,"HRBP, Consumer Devices",https://jobs.ashbyhq.com/openai/000cf0f2-090d-40c6-b9f8-1699db9a4c68,San Francisco,Consumer Devices,"About the Team The HR Business Partner (HRBP) team at OpenAI helps shape how our organization operates and performs. We work alongside senior leaders and their teams to design effective organizations, strengthen leadership capabilities, and help people do their best work. Our expertise spans leadership coaching, organizational design, talent strategy, employee relations, and change management. Our work is grounded in a deep understanding of OpenAI’s Contributions & Impact (C&I) culture and the needs of teams working at the frontier of AI and hardware. We operate with urgency, empathy, and sound judgment. We value sincerity over polish, collaboration over ego, and a relentless focus on meaningful impact. About the Role We’re looking for an experienced HR Business Partner to support OpenAI’s Consumer Device's team. This is an opportunity to partner closely with leaders and teams doing highly ambitious, multidisciplinary work. You’ll serve as a trusted advisor as the organization builds, collaborates, and evolves—helping create the conditions for people and teams to perform at their best. The role combines strategic advising with hands-on partnership. You’ll help leaders think through organizational questions, coach managers through complex situations, strengthen people practices, and make thoughtful trade-offs that balance the needs of our people, teams, and mission. This is an individual contributor role. Come build with us. Your Key Responsibilities Shape high-performing, resilient teams: Partner with leaders on organizational design, talent planning, and ways of working that support strong performance and sustainable teams. Advise with context and judgment: Develop a deep understanding of the organization and provide thoughtful guidance on people, leadership, and organizational matters. Collaborate across OpenAI: Work closely with fellow HRBPs, People centers of excellence, and cross-functional partners to create a cohesive employee experience rooted in humanity, humility, and impact. Evolve people programs: Strengthen approaches to performance, engagement, and talent development by building solutions that are practical, scalable, and aligned with how OpenAI operates. Guide and develop managers: Offer candid, actionable feedback and help managers build the skills needed to lead effectively. Anticipate and solve problems: Stay close to the work, identify challenges early, diagnose root causes, and develop durable solutions as priorities evolve. Lead meaningful change: Help teams navigate organizational change with empathy, clarity, and rigor, including when established playbooks do not exist. We’re Seeking Deep HRBP expertise: At least five years of experience as an HR Business Partner supporting hardware, engineering, or similarly technical organizations in fast-moving environments. Experience with multidisciplinary teams: An ability to understand and support organizations that bring together different technical, creative, and operational disciplines. Strategic partnership: The ability to see the broader organizational picture, guide leaders through difficult trade-offs, and adapt as circumstances change. Impactful coaching: Skill in delivering candid feedback with care and strengthening leadership capability across an organization. Resourceful problem-solving: Sound judgment and the ability to diagnose complex challenges, test thoughtful solutions, and establish a path forward without an existing playbook. Calm, clear change leadership: Steadiness, empathy, and influence during moments of ambiguity or transition. High integrity: A reputation for discretion, fairness, and trustworthiness, particularly when the stakes are high. Workplace & Location This role is based in San Francisco, with an in-office schedule on Monday, Tuesday, Thursday, and Friday. We are not considering remote applications at this time. We offer relocation support to new employees. About OpenAI OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity. We are an equal opportunity employer, and we do not discriminate on the basis of race, religion, color, national origin, sex, sexual orientation, age, veteran status, disability, genetic information, or other applicable legally protected characteristic. For additional information, please see OpenAI’s Affirmative Action and Equal Employment Opportunity Policy Statement . Background checks for applicants will be administered in accordance with applicable law, and qualified applicants with arrest or conviction records will be considered for employment consistent with those laws, including the San Francisco Fair Chance Ordinance, the Los Angeles County Fair Chance Ordinance for Employers, and the California Fair Chance Act, for US-based candidates. For unincorporated Los Angeles County workers: we reasonably believe that criminal history may have a direct, adverse and negative relationship with the following job duties, potentially resulting in the withdrawal of a conditional offer of employment: protect computer hardware entrusted to you from theft, loss or damage; return all computer hardware in your possession (including the data contained therein) upon termination of employment or end of assignment; and maintain the confidentiality of proprietary, confidential, and non-public information. In addition, job duties require access to secure and protected information technology systems and related data security obligations. To notify OpenAI that you believe this job posting is non-compliant, please submit a report through this form . No response will be provided to inquiries unrelated to job posting compliance. We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link . OpenAI Global Applicant Privacy Policy At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology.",bbb857b08889c80f2d8d8291b165e95e1820549d722457269c7db8f6c8808231,2026-08-30T08:45:37.116751+00:00
ashby,00205d4e-9933-4057-8115-50b08d112ad1,OpenAI,"Software Engineer, Astral",https://jobs.ashbyhq.com/openai/00205d4e-9933-4057-8115-50b08d112ad1,New York City,Applied AI,"About the Team The Astral team builds high-performance developer tools to power the future of programming, at OpenAI and beyond, including Ruff, uv, and ty. The Astral toolchain sees hundreds of millions of installs per month and powers hundreds of millions of package downloads per day for the Python ecosystem. As a team, we are building on those foundations to continue solving impactful tooling problems as programming evolves. About the Role We are looking for an experienced software engineer to build next-generation programming language tooling. If you like writing high-performance Rust, it could be a good fit; if you like thinking about the future of programming, it could also be a good fit. Strong candidates tend to have deep experience with Rust, Python, open source, compilers, or developer tools — but few candidates are deep in all of these areas, and we've hired candidates without prior Rust or Python experience. In this role, you will: Design and implement features in Astral’s existing open source projects (Ruff, uv, ty, and python-build-standalone, and more). Support Astral’s open source projects as a maintainer, triaging user issues, reviewing pull requests, and participating in community discussions. Evolve the Astral toolchain to accelerate development velocity at OpenAI. Build entirely new tools, in entirely different programming ecosystems, to power the future of agentic software development. Your background might look something like: 5+ years of professional engineering experience, excluding internships, in relevant engineering roles. High agency and comfort operating in a fast-moving environment, with strong ownership of security, reliability, and operational excellence. Strong developer empathy and communication skills, including experience maintaining open source projects. Exceptional systems engineering fundamentals and a track record of leading complex projects from ambiguous problem statements through to user impact. Proficiency in one or more system programming languages (like Rust). About OpenAI OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity. We are an equal opportunity employer, and we do not discriminate on the basis of race, religion, color, national origin, sex, sexual orientation, age, veteran status, disability, genetic information, or other applicable legally protected characteristic. For additional information, please see OpenAI’s Affirmative Action and Equal Employment Opportunity Policy Statement . Background checks for applicants will be administered in accordance with applicable law, and qualified applicants with arrest or conviction records will be considered for employment consistent with those laws, including the San Francisco Fair Chance Ordinance, the Los Angeles County Fair Chance Ordinance for Employers, and the California Fair Chance Act, for US-based candidates. For unincorporated Los Angeles County workers: we reasonably believe that criminal history may have a direct, adverse and negative relationship with the following job duties, potentially resulting in the withdrawal of a conditional offer of employment: protect computer hardware entrusted to you from theft, loss or damage; return all computer hardware in your possession (including the data contained therein) upon termination of employment or end of assignment; and maintain the confidentiality of proprietary, confidential, and non-public information. In addition, job duties require access to secure and protected information technology systems and related data security obligations. To notify OpenAI that you believe this job posting is non-compliant, please submit a report through this form . No response will be provided to inquiries unrelated to job posting compliance. We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link . OpenAI Global Applicant Privacy Policy At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology.",6e2fdce78d10ad44c1d89d1911789f86ae95e4d7ee63cb94f977137d1d5139e7,2026-08-30T08:45:37.116751+00:00
ashby,00207abc-49b7-465c-a219-f7c1140f8047,OpenAI,Forward Deployed Software Engineer - SF,https://jobs.ashbyhq.com/openai/00207abc-49b7-465c-a219-f7c1140f8047,San Francisco,Forward Deployed Engineering,"About the team OpenAI’s Forward Deployed Engineering team partners with customers to turn research breakthroughs into production systems. We operate at the intersection of customer delivery and core platform development. About the Role We are looking for customer-focused software engineers to build effective custom software that leverages OpenAI’s APIs to solve real customer problems. As an FDSWE, you will work with our customers and OpenAI Forward Deployed Engineers to design and implement scalable solutions that solve their most difficult problems. You will design abstractions to solve customer problems, and then use them to scale our speed and quality of delivery across all Forward Deployed engagements. You will collaborate closely with Sales, Solutions Engineering, Solutions Architects, and Customer Success Managers who work on the same account. You will also work with our Research and Applied Product and Engineering teams to provide insightful customer feedback. This role is based in San Francisco. We use a hybrid work model of 3 days in the office per week. We offer relocation assistance. Travel up to 50% is required. In this role, you will: Embed deeply with strategic customers to understand their business challenges and technical requirements in detail. Design, architect, and develop full-stack solutions using an experiment-driven, iterative approach. Prepare detailed scopes of work and project plans for both proof-of-concept prototypes and full production deployments. Work hands-on with customers' technical teams as a technical expert and trusted advisor, coding side-by-side to drive projects to completion on their infrastructure. Collaborate with Product, Research and Applied teams to ensure seamless customer experiences, project success and actionable product feedback Contribute to internal knowledge bases, codifying best practices and sharing insights gained from customer engagements to scale the Forward Deployed Engineering function. You’ll thrive in this role if you: 7+ years of professional full stack engineering experience (excluding internships) in relevant roles at tech and product-driven companies - customer-facing experience is highly desirable Former founder, or early engineer at a startup who has built a product from scratch is a plus Experience with relational databases like Postgres/MySQL Have a bias for action and willingness to work iteratively with your customers to deliver the right solution that solves their problem. About OpenAI OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity. We are an equal opportunity employer, and we do not discriminate on the basis of race, religion, color, national origin, sex, sexual orientation, age, veteran status, disability, genetic information, or other applicable legally protected characteristic. For additional information, please see OpenAI’s Affirmative Action and Equal Employment Opportunity Policy Statement . Background checks for applicants will be administered in accordance with applicable law, and qualified applicants with arrest or conviction records will be considered for employment consistent with those laws, including the San Francisco Fair Chance Ordinance, the Los Angeles County Fair Chance Ordinance for Employers, and the California Fair Chance Act, for US-based candidates. For unincorporated Los Angeles County workers: we reasonably believe that criminal history may have a direct, adverse and negative relationship with the following job duties, potentially resulting in the withdrawal of a conditional offer of employment: protect computer hardware entrusted to you from theft, loss or damage; return all computer hardware in your possession (including the data contained therein) upon termination of employment or end of assignment; and maintain the confidentiality of proprietary, confidential, and non-public information. In addition, job duties require access to secure and protected information technology systems and related data security obligations. To notify OpenAI that you believe this job posting is non-compliant, please submit a report through this form . No response will be provided to inquiries unrelated to job posting compliance. We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link . OpenAI Global Applicant Privacy Policy At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology.",96a7d1a02ab0567f7d73fd9c329e4e3bd204a3b633934f09d6e564f6670ccd18,2026-08-30T08:45:37.116751+00:00
ashby,002c6146-f1bf-4653-8929-8112b577837b,OpenAI,"Global Mobility Manager, Strategic Initiatives",https://jobs.ashbyhq.com/openai/002c6146-f1bf-4653-8929-8112b577837b,San Francisco,People,"About the role OpenAI is building a world-class global mobility and immigration program—agile, compliant, technology-enabled, and designed to help exceptional people work where they can have the greatest impact. In this role, you will lead high-impact strategic initiatives, including U.S. permanent residence strategy, M&A, organizational change, and global expansion. This is a senior individual-contributor role for a builder who can translate legal and operational complexity into clear, practical solutions. Reporting to the Head of Global Mobility & Immigration, you will partner with the broader team and lead through expertise and influence across Legal, Corporate Development, Recruiting, People, Finance, business teams, and external counsel to turn emerging business needs into scalable programs, policies, and durable controls. What you'll do Set the roadmap, principles, governance, and operating model for priority global mobility and immigration initiatives. Lead the U.S. permanent residence strategy, including PERM planning, controls, communications, compliance and continuous improvement. Own immigration and mobility workstreams for M&A, divestitures, restructurings, entity changes, and new-market entry—from diligence through integration. Lead global expansion strategy, ensuring work authorization, business travel, and compliance in rapidly growing international jurisdictions. Build reusable playbooks, decision frameworks, risk assessments, and change-management plans. Partner with Legal, Corporate Development, Recruiting, People, Finance, and business leaders to identify implications early and drive sound decisions. Establish dashboards and program-health measures covering compliance, cycle time, quality, cost, vendor performance, and employee experience. Manage external counsel and vendor partners through clear service levels, quality standards, budgets, and outcomes. Use systems, automation, and AI-enabled tools to improve case handling, documentation, communications, and leadership visibility. You might thrive in this role if you Bring 7+ years of progressive experience in corporate immigration, global mobility, or related program management. Have deep knowledge of U.S. employment-based immigration, including PERM, I-140, adjustment of status, and major nonimmigrant visa categories. Have built or materially improved a complex immigration or mobility program in a fast-growing, multinational environment. Bring experience supporting M&A, restructurings, entity changes, new-market entry, or another significant business transformation. Can turn technical requirements into practical policies, controls, workflows, and clear guidance for employees and business partners. Have a track record of leading complex cross-functional programs, influencing senior stakeholders, and driving decisions through ambiguity. Use data, systems, and automation to improve compliance, visibility, efficiency, and service quality. Communicate with precision, exercise sound judgment, and balance employee experience with business and compliance needs. About OpenAI OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity. We are an equal opportunity employer, and we do not discriminate on the basis of race, religion, color, national origin, sex, sexual orientation, age, veteran status, disability, genetic information, or other applicable legally protected characteristic. For additional information, please see OpenAI’s Affirmative Action and Equal Employment Opportunity Policy Statement . Background checks for applicants will be administered in accordance with applicable law, and qualified applicants with arrest or conviction records will be considered for employment consistent with those laws, including the San Francisco Fair Chance Ordinance, the Los Angeles County Fair Chance Ordinance for Employers, and the California Fair Chance Act, for US-based candidates. For unincorporated Los Angeles County workers: we reasonably believe that criminal history may have a direct, adverse and negative relationship with the following job duties, potentially resulting in the withdrawal of a conditional offer of employment: protect computer hardware entrusted to you from theft, loss or damage; return all computer hardware in your possession (including the data contained therein) upon termination of employment or end of assignment; and maintain the confidentiality of proprietary, confidential, and non-public information. In addition, job duties require access to secure and protected information technology systems and related data security obligations. To notify OpenAI that you believe this job posting is non-compliant, please submit a report through this form . No response will be provided to inquiries unrelated to job posting compliance. We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link . OpenAI Global Applicant Privacy Policy At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology.",ca76a1d029e13778a1eb3fe1c3a026a7ecc8a0dba38c1a9419b8743ce71cd28a,2026-08-30T08:45:37.116751+00:00
